,Title,Genre,Album_Date,Video_Date,Score
1601,Future Of The Left - How To Stop Your Brain In An Accident ALBUM REVIEW," 2013 / self-released / post-hardcore, indie rock, noise rock, wordy rock",2013,12/11/2013,8
1602,Childish Gambino - Because The Internet ALBUM REVIEW," 2013 / pop rap, bachelor's degree in english trap raps, contemporary r&b",2013,12/10/2013,5
1603,Gesaffelstein - Aleph ALBUM REVIEW," 2013 / parlophone / tech house, techno, assembly line terrors",2013,12/9/2013,5
1604,Arabrot - Self-Titled ALBUM REVIEW," 2013 / fysisk format / sludge metal, noise rock",2013,12/5/2013,6
1605,Hopsin - Knock Madness ALBUM REVIEW," 2013 / funk volume / hardcore hip hop, pop rap",2013,12/3/2013,3
1606,Da Mafia 6ix - 6ix Commandments MIXTAPE REVIEW," 2013 / self-released / southern hip hop, horrorcore, memphis rap, classic dirty mystic stylezzz magic",2013,12/2/2013,8
1607,Quelle Chris - Ghost At The Finish Line ALBUM REVIEW," 2013 / abstract hip hop, personal raps, silly bars",2013,11/26/2013,7
1608,Blood Orange - Cupid Deluxe ALBUM REVIEW," 2013 / domino records / contemporary r&b, synth funk, synth pop, 80s nostalgia ",2013,11/25/2013,2
1609,"Sky Ferreira - Night Time, My Time ALBUM REVIEW"," 2013 / capitol / synth pop, noise pop, alternative dance",2013,11/24/2013,4
1610,Soupcans - Parasite Brain EP REVIEW," 2013 / telephone explosion / garage punk, noise rock, post-hardcore, hardcore punk",2013,11/22/2013,7
1611,Moonface - Julia With Blue Jeans On ALBUM REVIEW," 2013 / jagjaguwar / singer-songwriter, modern classical, personal piano tunes of tragedy and romance",2013,11/21/2013,7
1612,M.I.A. - Matangi ALBUM REVIEW," 2013 / n.e.e.t. \u0026 interscope / worldbeat, experimental hip hop, international bangers for truth and dance",2013,11/20/2013,7
1613,Daniel Avery - Drone Logic ALBUM REVIEW," 2013 / phantasy / somewhat drone-y techno, tech house ",2013,11/19/2013,8
1614,Action Bronson & Party Supplies - Blue Chips 2 MIXTAPE REVIEW," 2013 / self-released / hardcore hip hop, east coast hip hop",2013,11/13/2013,6
1615,The Debauchees - Big Machines and Peculiar Beings ALBUM REVIEW," 2013 / sonablast! records / indie rock, post-punk, noise rock",2013,11/12/2013,7
1616,Eminem - The Marshall Mathers LP 2 ALBUM REVIEW," 2013 / hardcore hip hop, pop rap / shady records",2013,11/11/2013,7
1617,Four Tet - Beautiful Rewind ALBUM REVIEW," 2013 / text records / tech house, minimal techno, two-step, colorful hardgrooves",2013,11/5/2013,7
1618,Sisu - Blood Tears ALBUM REVIEW," 2013 / mono prisim / synth pop, post-punk",2013,11/4/2013,6
1619,Arcade Fire - Reflektor ALBUM REVIEW, 2013 / ,2013,10/31/2013,5
1620,Cage The Elephant - Melophobia ALBUM REVIEW," 2013 / rca records / garage rock, blues rock, alternative rock, lo-fi refinement, filthy hooky goodness",2013,10/28/2013,8
1621,Toxic Holocaust - Chemistry of Consciousness ALBUM REVIEW," 2013 / relapse records / thrash metal, crust punk, hardcore punk, d-beat, crossover thrash",2013,10/28/2013,6
1622,AFI - Burials ALBUM REVIEW," 2013 / republic / alternative rock, pop punk, soft punk, reverb addiction",2013,10/24/2013,2
1623,Shad - Flying Colours ALBUM REVIEW," 2013 / pop rap, alternative hip hop, conscious hip hop, smart rapper from canada with a lot of clever stuff to say, sweet beats",2013,10/23/2013,7
1624,Cults - Static ALBUM REVIEW," 2013 / columbia / indie pop, twee pop, vintage nostalgia sugar magic",2013,10/21/2013,4
1625,Tim Hecker - Virgins ALBUM REVIEW," 2013 / ambient, drone, noise, post-modern classical, minimal piano magic, trippy ensemble",2013,10/16/2013,9
1626,Oranssi Pazuzu - Valonielu ALBUM REVIEW," 2013 / 20 buck spin / black metal, psychedelic rock, heavy psych, blackened psych",2013,10/14/2013,6
1627,Melt-Banana - Fetch ALBUM REVIEW," 2013 / a-zap / noise rock, noise core, hardcore punk, noise pop, ",2013,10/12/2013,9
1628,Pusha T - My Name Is My Name ALBUM REVIEW," 2013 / g.o.o.d. music / gangsta rap, hardcore hip hop, pop rap, industrial hip hop, southern hip hop, future trap",2013,10/9/2013,6
1629,of Montreal - Lousy With Sylvianbriar ALBUM REVIEW," 2013 / polyvinyl / psych pop, indie folk, folk rock, indie pop",2013,10/8/2013,8
1630,Darkside - Psychic ALBUM REVIEW," 2013 / other people / microhouse, neo-psychedelia, subtle electronic rock magic",2013,10/7/2013,8
1631,Haunted Horses - Watcher ALBUM REVIEW," 2013 / self-released? / noise rock, industrial rock, post-punk, satanic-space-jams",2013,10/4/2013,7
1632,Danny Brown - Old ALBUM REVIEW," 2013 / hardcore hip hop, eccentric electro trap rap, psychedelic raps",2013,10/1/2013,7
1633,Oneohtrix Point Never - R Plus Seven ALBUM REVIEW," 2013 / warp records / progressive synth, post-new age, plunderphonics, ambient, vaporwave",2013,10/1/2013,6
1634,Touché Amoré - Is Survived By ALBUM REVIEW," 2013 / screamo, post-hardcore",2013,9/26/2013,8
1635,Drake - Nothing Was The Same ALBUM REVIEW," 2013 / pop rap, contemporary r&b, emotional rhyme time",2013,9/25/2013,5
1636,Bill Callahan - Dream River ALBUM REVIEW," 2013 / drag city records / americana, folk rock, progressive folk, indie folk",2013,9/24/2013,8
1637,Flatbush Zombies - BetterOffDEAD MIXTAPE REVIEW," 2013 / self-released / hardcore hip hop, trap rap, cloud rap, psychedelic rap magic, grimy new york shiz",2013,9/23/2013,8
1638,Machinedrum - Vapor City ALBUM REVIEW," 2013 / footwork, juke, uk bass, future garage",2013,9/23/2013,7
1639,Kayo Dot - Hubardo ALBUM REVIEW," 2013 / avant-garde metal, progressive rock, progressive metal, jazz fusion, chamber music, death metal, post-rock, black metal, slightly improvised nightmares, epic poet stories",2013,9/20/2013,7
1640,MGMT - Self-Titled ALBUM REVIEW," 2013 / psychedelic pop, neo-psychedelia, fuzzyness",2013,9/19/2013,6
1641,Crystal Stilts - Nature Noir ALBUM REVIEW," 2013 / sacred bones / psychedelic rock, garage rock, dark rock 'n' roll, deadpan ",2013,9/18/2013,6
1642,The Weeknd - Kiss Land ALBUM REVIEW," 2013 / republic / contemporary r&b, moody and depressing r&b",2013,9/17/2013,5
1643,Denzel Curry - Nostalgic 64 ALBUM REVIEW," 2013 / self-released / memphis rap, southern hip hop, trap rap, hardcore hip hop, horrorcore (slightly)",2013,9/16/2013,7
1644,Janelle Monáe - The Electric Lady ALBUM REVIEW," 2013 / bad boy records / contemporary r&b, art pop, baroque pop, pop soul, neo-soul, smooth soul",2013,9/13/2013,7
1645,Factory Floor - Self-Titled ALBUM REVIEW," 2013 / minimal wave, synth punk, post-punk, electronic, electro-industrial dance party, dancefloor strangeness",2013,9/12/2013,6
1646,Holy Ghost! - Dynamics ALBUM REVIEW," 2013 / electro-disco, new wave, nu-disco, synch pop",2013,9/11/2013,7
1647,Chelsea Wolfe - Pain Is Beauty ALBUM REVIEW, 2013 / ,2013,9/10/2013,8
1648,Nine Inch Nails - Hesitation Marks ALBUM REVIEW," 2013 / columbia / electro-industrial, industrial rock",2013,9/9/2013,6
1649,Dizzy Wright - The Golden Age MIXTAPE REVIEW," 2013 / funk volume / pop rap, trap rap, jazz rap",2013,9/5/2013,5
1650,Holograms - Forever ALBUM REVIEW," 2013 / post-punk, synth punk",2013,9/4/2013,6
1651,Jonathan Rado - Law & Order ALBUM REVIEW," 2013 / woodsist / psychedelic pop, garage rock, synth pop, brit pop, mod rock, lo-fi rock 'n' roll",2013,9/4/2013,4
1652,YC The Cynic - GNK ALBUM REVIEW," 2013 / self-released / east coast hip hop, cloud rap, conscious hip hop, abstract hip hop, thoughtful raps, psych raps, heady wordplay magic",2013,9/3/2013,8
1653,Gorguts - Colored Sands ALBUM REVIEW," 2013 / season of mist / technical death metal, progressive death metal, atmospheric sludge metal, avant-garde metal",2013,9/2/2013,8
1654,The Underachievers - The Lords of Flatbush MIXTAPE / EP REVIEW," 2013 / self-released / hardcore hip hop, new york hip hop, trap music, hard-as-nails cloud rap that doesn't screw around",2013,9/1/2013,5
1655,Dawn of Midi - Dysnomia ALBUM REVIEW," 2013 / minimalist groove jazz, electroacoustic repetition voodoo",2013,8/30/2013,5
1656,King Krule - 6 Feet Beneath The Moon ALBUM REVIEW," 2013 / xl / indie rock, indie pop, dream pop, reverb rock, vintage retro trip hop, slick singer-songwriter dude",2013,8/29/2013,7
1657,A$AP Ferg - Trap Lord ALBUM REVIEW," 2013 / trap rap, southern hip hop, memphis raps, cloud rap, post-bone thugs, swag raps",2013,8/28/2013,7
1658,Julia Holter - Loud City Song ALBUM REVIEW," 2013 / domino records / dream pop, art pop, chamber pop, progressive pop, experimental pop, dream jazz",2013,8/26/2013,8
1659,Earl Sweatshirt - Doris ALBUM REVIEW," 2013 / alternative hip hop, abstract hip hop (sorta), trapped \u0026 screwed bap jazz rap amalgamation, whisper raps",2013,8/26/2013,6
1660,No Age - An Object ALBUM REVIEW," 2013 / art punk, noise rock, post-punk, lo-fi rock",2013,8/17/2013,6
1661,Washed Out - Paracosm ALBUM REVIEW," 2013 / dream pop, neo-psychedelia, chillwave, synth pop, dream reggae",2013,8/15/2013,6
1662,TOAD - Endless Night ALBUM REVIEW," 2013 / self-released / black metal, sludge metal, heavy metal, death 'n' roll",2013,8/13/2013,7
1663,Modern Life Is War - Fever Hunting ALBUM REVIEW," 2013 / hardcore punk, melodic hardcore",2013,8/12/2013,7
1664,Tech N9ne - Something Else ALBUM REVIEW," 2013 / strange music / hardcore hip hop, pop rap, rap metal",2013,8/8/2013,4
1665,Dead In The Dirt - The Blind Hole ALBUM REVIEW," 2013 / hardcore punk, powerviolence, sludge metal, crust punk, grindcore",2013,8/7/2013,6
1666,Candy Claws - Ceres & Calypso In The Deep Time ALBUM REVIEW," 2013 / two syllable records / dream pop, shoegaze, lo-fi, indie pop",2013,8/6/2013,7
1667,AlunaGeorge - Body Music ALBUM REVIEW," 2013 / island / dance-pop, contemporary r&b, pop, electropop, uk bass, future garage",2013,8/2/2013,7
1668,Ka - The Night's Gambit ALBUM REVIEW," 2013 / iron works records / east coast hip hop, minimal hip hop, hardcore hip hop, super quiet raps",2013,7/31/2013,8
1669,Edward Sharpe & The Magnetic Zeros - Self-Titled ALBUM REVIEW," 2013 / vagrant records / indie folk, indie pop, americana, vintage psychedelic pop",2013,7/29/2013,3
1670,Fuck Buttons - Slow Focus ALBUM REVIEW," 2013 / atp recordings / electronic neo-psych, drone, experimental indie techno",2013,7/25/2013,6
1671,Stone Titan - Scratch N' Sniff (MINI) ALBUM REVIEW," 2013 / safety meeting records / sludge metal, noise metal, extreme sludge magic, heavy psych, deadly sounds",2013,7/24/2013,8
1672,letlive. - The Blackest Beautiful ALBUM REVIEW, 2013 / epitaph / post-hardcore and pop punk hybrid magic,2013,7/18/2013,5
1673,Lycus - Tempest ALBUM REVIEW," 2013 / funeral doom metal, doom metal, death metal growl magic, heavy as hell power ballad melodies",2013,7/17/2013,7
1674,Mariam The Believer - Blood Donation ALBUM REVIEW," 2013 / repeat until death / art pop, soul, experimental rock, singer-songwriter",2013,7/15/2013,8
1675,James Holden - The Inheritors ALBUM REVIEW," 2013 / border community / techno, microhouse, electroacoustic, ambient, progressive synth, idm",2013,7/10/2013,7
1676,Jay-Z - Magna Carta... Holy Grail ALBUM REVIEW," 2013 / roc nation / east coast hip hop, pop rap, trap rap",2013,7/9/2013,6
1677,Billy Woods- Dour Candy ALBUM REVIEW," 2013 / backwoodz studioz / hardcore hip hop, abstract hip hop, grimy storytelling, blockhead instrumental magic, d.c. anonymity",2013,7/8/2013,7
1678,Run The Jewels - Self-Titled ALBUM REVIEW," 2013 / hardcore hip hop, abstract hip hop",2013,7/8/2013,8
1679,Joey Bada$$ - Summer Knights ALBUM REVIEW," 2013 / self-released / east coast hip hop, hardcore hip hop, beast coast magic, jazz rap",2013,7/3/2013,7
1680,Locrian - Return to Annihilation ALBUM REVIEW," 2013 / relapse records / black metal, noise, experimental rock, drone, dark ambient, post-rock",2013,6/28/2013,6
1681,J. Cole - Born Sinner ALBUM REVIEW," 2013 / roc nation / pop rap, hardcore hip hop, conscious hip hop",2013,6/25/2013,5
1682,Mac Miller - Watching Movies With the Sound Off ALBUM REVIEW," 2013 / rostrum / cloud rap, pop rap, hip hop, swag rapsz, mac miller-core, texture beatz",2013,6/22/2013,6
1683,Zomby - With Love ALBUM REVIEW," 2013 / uk bass, trap, future garage, nocturnal breaks, moody electronica atmospheres ",2013,6/21/2013,5
1684,Melt Yourself Down - Self-Titled ALBUM REVIEW," 2013 / the leaf label / alternative funk jazz fusion, afrobeat, art punk, jazzrock, mediterranean horn punk ",2013,6/19/2013,7
1685,Kanye West - Yeezus ALBUM REVIEW," 2013 / def jam / experimental hip hop, industrial hip hop, hardcore hip hop, auto-tuned noise hop. house hop",2013,6/18/2013,5
1686,Jon Hopkins - Immunity ALBUM REVIEW," 2013 / domino records / tech house, techno, micro house, ambient, glitchy dance magic, lofty post-house",2013,6/17/2013,8
1687,Mr. Muthafuckin' eXquire - Kismet MIXTAPE REVIEW," 2013 / self-released / hardcore hip hop, east coast hip hop, boom bap, ",2013,6/15/2013,7
1688,Young Fathers - Tape Two ALBUM / EP / MIXTAPE REVIEW," 2013 / anticon. / experimental hip hop, abstract hip hop, african hip hop lo-fi noise fusion, post-hip hop, avant-neo-soul",2013,6/13/2013,8
1689,Boards of Canada - Tomorrow's Harvest ALBUM REVIEW," 2013 / warp / ambient, idm, progressive synth, progressive electronic, downtempo, ambient techno",2013,6/12/2013,6
1690,Thundercat - Apocalypse ALBUM REVIEW," 2013 / brainfeeder / jazz fusion, nu jazz, jazz-funk, contemporary r&b",2013,6/10/2013,3
1691,Laura Marling - Once I Was An Eagle ALBUM REVIEW," 2013 / singer-songwriter, contemporary folk",2013,6/7/2013,7
1692,Disclosure - Settle ALBUM REVIEW," 2013 / island records / uk garage, future garage, house, deep house, ",2013,6/5/2013,7
1693,CX KiDTRONiK: KRAK ATTACK 2: THE BALLAD OF ELLI SKIFF ALBUM REVIEW," 2013 / stones throw / experimental hip hop, industrial hip hop, digital hardcore, drum machine metal that rips your face off",2013,6/5/2013,6
1694,Queens of the Stone Age - ...Like Clockwork ALBUM REVIEW," 2013 / matador records / alternative rock, stoner rock",2013,6/4/2013,9
1695,Deafheaven - Sunbather ALBUM REVIEW," 2013 / atmospheric black metal, post-rock, blackgaze, ambient, screamo",2013,5/31/2013,8
1696,Bibio - Silver Wilkinson ALBUM REVIEW," 2013 / warp / folktronica, glitch pop, dream pop, dream folk, instrumental hip hop, ",2013,5/31/2013,7
1697,Quasimoto - Yessir Whatever ALBUM REVIEW," 2013 / stones throw / abstract hip hop, boom bap, jazz rap, psych rap",2013,5/30/2013,7
1698,Baths - Obsidian ALBUM REVIEW," 2013 / glitch pop, chamber pop, synth pop, indie electronic",2013,5/29/2013,6
1699,"The World Is A Beautiful Place And I Am No Longer Afraid To Die - Whenever, If Ever ALBUM REVIEW"," 2013 / topshelf records / emo, midwest emo, indie rock",2013,5/28/2013,7
1700,Travis Scott - Owl Pharaoh EP / MIXTAPE / ALBUM REVIEW," 2013 / epic, grand hustle / trap rap, pop rap, southern hip hop",2013,5/27/2013,3
1701,Classixx - Hanging Gardens ALBUM REVIEW," 2013 / innovative leisure / house, synth pop, synth funk",2013,5/24/2013,6
1702,This Routine Is Hell - Howl ALBUM REVIEW," 2013 / cobra records, shield recordings, ruins records / punk rock, hardcore punk, sludge punk",2013,5/23/2013,8
1703,Anamanaguchi - Endless Fantasy ALBUM REVIEW," 2013 / self-released / chiptune, power pop, house, electropop",2013,5/22/2013,6
1704,The National - Trouble Will Find Me ALBUM REVIEW," 2013 / 4ad / chamber pop, indie rock",2013,5/21/2013,4
1705,The Dillinger Escape Plan - One Of Us Is The Killer ALBUM REVIEW," 2013 / mathcore, metalcore, spazzcore, post-hardcore, riff mania, alternative metal",2013,5/16/2013,8
1706,Vampire Weekend - Modern Vampires of the City ALBUM REVIEW," 2013 / xl / indie rock, indie pop, baroque pop, chamber pop",2013,5/14/2013,7
1707,Co La - Moody Coup ALBUM REVIEW," 2013 / plunderphonics, wonky techno, glitch, vaporwave, disorienting samples",2013,5/14/2013,6
1708,Charli XCX - True Romance ALBUM REVIEW," 2013 / asylum / electropop, synth pop, dance pop",2013,5/13/2013,3
1709,The Uncluded - Hokey Fright ALBUM REVIEW," 2013 / rhymesayers entertainment / abstract hip hop, anti-folk, folk hop, experimental hip hop, singer-songwriter hip hop fusion magic",2013,5/10/2013,7
1710,Phoenix - Bankrupt! ALBUM REVIEW," 2013 / glassnote / indie pop, synth pop, indie rock, new wave",2013,5/9/2013,5
1711,Little Women - Lung ALBUM REVIEW," 2013 / avant-garde jazz, noise rock, math rock",2013,5/8/2013,6
1712,Chance The Rapper - Acid Rap ALBUM REVIEW," 2013 / self-released / pop rap, jazz rap, juke",2013,5/7/2013,6
1713,R.A. The Rugged Man - Legends Never Die ALBUM REVIEW," 2013 / east coast hip hop, hardcore hip hop",2013,5/4/2013,6
1714,Savages - Silence Yourself ALBUM REVIEW," 2013 / matador / post-punk, gothic rock, punk rock, noise rock",2013,5/2/2013,8
1715,The Haxan Cloak - Excavation ALBUM REVIEW," 2013 / tri angle records / dark ambient, ambient dub, drone",2013,5/1/2013,8
1716,Jenny Hval - Innocence Is Kinky ALBUM REVIEW," 2013 / rune grammofon / art pop, chamber pop, singer-songwriter, spoken word",2013,4/30/2013,7
1717,Iggy And The Stooges - Ready To Die ALBUM REVIEW," 2013 / fat possum / garage rock, hard rock, punk rock, rock 'n' roll",2013,4/28/2013,4
1718,Colin Stetson - New History Warfare Vol. 3: To See More Light ALBUM REVIEW," 2013 / constellation / experimental, avant-garde jazz, post-minimalism",2013,4/26/2013,7
1719,Deerhunter - Monomania ALBUM REVIEW," 2013 / 4ad / noise rock, noise pop, psychedelic rock, neo-psychedelia, garage rock",2013,4/24/2013,6
1720,"Soap&Skin - Sugarbread 7"" EP REVIEW"," 2013 / pias / singer-songwriter, art pop, darkwave, industrial apocalypse, chamber pop",2013,4/23/2013,7
1721,Yeah Yeah Yeahs - Mosquito ALBUM REVIEW," 2013 / polydor / indie rock, garage rock, art rock, neo-psychedelia",2013,4/23/2013,5
1722,Kurt Vile - Wakin On A Pretty Daze ALBUM REVIEW," 2013 / matador / folk rock, psychedelic folk, indie folk, dream folk magic, cloud folk",2013,4/19/2013,8
1723,Phosphorescent - Muchacho ALBUM REVIEW," 2013 / dead oceans / americana, alt-country, folk, neo folk",2013,4/18/2013,6
1724,Thee Oh Sees - Floating Coffin ALBUM REVIEW," 2013 / castle face / garage rock, lo-fi, garage punk, psychedelic rock, noise rock",2013,4/17/2013,5
1725,Ghost - Infestissumam ALBUM REVIEW," 2013 / universal / traditional doom metal, hard rock, heavy psych, heavy metal",2013,4/16/2013,5
1726,Big K.R.I.T. - King Remembered In Time ALBUM REVIEW," 2013 / cinematic / jazz rap, southern hip hop, trap rap, hardcore hip hop, pop rap",2013,4/15/2013,7
1727,Makthaverskan - II ALBUM REVIEW," 2013 / luxury / punk, post-punk, noise pop, twee pop, jangle pop",2013,4/12/2013,7
1728,The Flaming Lips - The Terror ALBUM REVIEW," 2013 / warner bros. / neo-psychedelia, experimental rock, dream pop, ambient pop, kraut rock, space rock",2013,4/11/2013,6
1729,Bring Me The Horizon - Sempiternal ALBUM REVIEW," 2013 / epitaph / metalcore, melodic metalcore, post-rock, electronic nu metal linkin park fusion",2013,4/10/2013,4
1730,James Blake - Overgrown ALBUM REVIEW," 2013 / republic / art pop, future garage, contemporary r&b, ambient pop, singer-songwriter, blue eyed soul",2013,4/9/2013,7
1731,The Knife - Shaking The Habitual ALBUM REVIEW," 2013 / mute / electronic, experimental, techno, art pop, tech house, dark ambient",2013,4/7/2013,9
1732,The Black Heart Rebellion - Har Nevo ALBUM REVIEW," 2013 / smoke \u0026 dust records / psych rock, folk, post-metal, drone, experimental rock, post-rock",2013,4/4/2013,7
1733,The Mary Onettes - Hit The Waves ALBUM REVIEW," 2013 / labrador / synth pop, dream pop, jangle pop, 80s nostalgia pop, have you ever heard of this band called \""the cure\""?",2013,4/3/2013,7
1734,"Tyler, The Creator - Wolf ALBUM REVIEW"," 2013 / self-released / west coast hip hop, jazz rap, west coast hip hop",2013,4/2/2013,6
1735,Wavves - Afraid of Heights ALBUM REVIEW," 2013 / mom + pop / pop punk, garage rock, alternative rock, grunge",2013,4/1/2013,6
1736,Lapalux - Nostalchic ALBUM REVIEW," 2013 / brainfeeder / wonky, future garage, contemporary r&b, psychedelic beat magic",2013,3/29/2013,7
1737,Kvelertak - Meir ALBUM REVIEW," 2013 / hardcore punk, heavy metal, rock 'n' roll, black metal",2013,3/28/2013,8
1738,Bonobo - The North Borders ALBUM REVIEW," 2013 / downtempo, future garage, nu jazz",2013,3/27/2013,6
1739,The Drones - I See Seaweed ALBUM REVIEW," 2013 /  self-released, i think / garage rock, indie rock, psych rock, noise rock, experimental rock, singer-songwriter",2013,3/27/2013,8
1740,KEN mode - Entrench ALBUM REVIEW," 2013 / post-hardcore, noise rock, sludge metal",2013,3/26/2013,7
1741,Justin Timberlake - The 20/20 Experience ALBUM REVIEW," 2013 / rca records / dance pop, contemporary r&b, neo-soul, pop",2013,3/25/2013,5
1742,David Bowie - The Next Day ALBUM REVIEW," 2013 / art rock, glam rock, pop rock",2013,3/23/2013,7
1743,Dope Body - Saturday EP REVIEW," 2013 / sludge metal, psych rock, hardcore punk, party cock rock core",2013,3/21/2013,7
1744,Nails - Abandon All Life ALBUM REVIEW," 2013 / powerviolence, hardcore punk, grindcore",2013,3/20/2013,7
1745,Rhye - Woman ALBUM REVIEW," 2013 / polydor / sophisti-pop, indie pop, jazz pop, contemporary r&b, soul",2013,3/19/2013,6
1746,Autechre - Exai ALBUM REVIEW," 2013 / idm, glitch, experimental, irregular techno magic, sonic sorcery, drum 'n' glitch, ambient, \""recks on\"" has a bit of a hip hop flavor to it, too.",2013,3/7/2013,8
1747,Shlohmo - Laid Out EP REVIEW," 2013 / friends of friends / trap, contemporary r&b, alternative r&b, sad trap electronica magic, witch house",2013,3/5/2013,8
1748,Steven Wilson - The Raven That Refused To Sing (And Other Stories) ALBUM REVIEW, 2013 / kscope / progressive rock,2013,3/5/2013,5
1749,Czarface - Self-Titled ALBUM REVIEW," 2013 / east coast hip hop, boom bap",2013,3/4/2013,6
1750,Darkthrone - The Underground Resistance ALBUM REVIEW," 2013 / peaceville / heavy metal, speed metal",2013,3/1/2013,6
1751,STRFKR - Miracle Mile ALBUM REVIEW," 2013 / polyvinyl / indie pop, synth pop, dance pop, psych pop",2013,2/28/2013,3
1752,Grave Babies - Crusher ALBUM REVIEW," 2013 / hardly art / shoegaze, noise pop, noise rock, post-punk, goth rock",2013,2/27/2013,7
1753,Clipping - Midcity ALBUM REVIEW, 2013 / harsh noise hyphy hop,2013,2/27/2013,8
1754,Atoms For Peace - Amok ALBUM REVIEW," 2013 / xl / glitch pop, idm, experimental pop, experimental rock, electronic thom yorke magic",2013,2/26/2013,7
1755,Iceage - You're Nothing ALBUM REVIEW," 2013 / matador / hardcore punk, post-punk, noise rock",2013,2/22/2013,8
1756,Nick Cave and The Bad Seeds - Push The Sky Away ALBUM REVIEW," 2013 / bad seed / singer-songwriter, art rock, chamber pop, ",2013,2/21/2013,5
1757,Beach Fossils - Clash The Truth ALBUM REVIEW," 2013 / jangle pop, indie rock, dream pop, indie pop, beach guitar magic, a little bit of post-punk here and there, kinda shoegaze",2013,2/20/2013,8
1758,Portal - Vexovoid ALBUM REVIEW," 2013 / death metal, technical death metal, noise metal, black metal",2013,2/19/2013,5
1759,Grouper - The Man Who Died In His Boat ALBUM REVIEW," 2013 / kranky / drone, ambient, dream pop, singer-songwriter, lo-fi, psychedelic folk",2013,2/16/2013,7
1760,Pissed Jeans - Honeys ALBUM REVIEW," 2013 / sub pop / noise rock, post-hardcore, hardcore punk",2013,2/15/2013,7
1761,Foals - Holy Fire ALBUM REVIEW," 2013 / warner united kingdom / indie rock, dream pop, dance rock, post-punk, slightly post-rock-ish moment",2013,2/14/2013,5
1762,Veronica Falls - Waiting For Something To Happen ALBUM REVIEW," 2013 / slumberland records / jangle pop, twee pop",2013,2/13/2013,6
1763,The Underachievers - Indigoism ALBUM REVIEW," 2013 / brainfeeder / conscious hip hop, hardcore hip hop, abstract hip hop, cloud rap",2013,2/11/2013,7
1764,My Bloody Valentine - MBV ALBUM REVIEW," 2013 / self-released / shoegaze, dream pop, experimental rock, noise pop, neo-psychedelia",2013,2/7/2013,8
1765,Unknown Mortal Orchestra - II ALBUM REVIEW," 2013 / jagjaguwar / neo-psychedelia, lo-fi, psych pop, poppy funky goodtimes",2013,2/7/2013,7
1766,Dumbo Gets Mad - Quantum Leap ALBUM REVIEW, 2013 / ,2013,2/6/2013,6
1767,Cakes Da Killa - The Eulogy ALBUM REVIEW, 2013 / mishka / ,2013,2/5/2013,8
1768,Tegan and Sara - Heartthrob ALBUM REVIEW," 2013 / warner bros. / synth pop, electro pop, top-40 magic",2013,2/4/2013,3
1769,Tomahawk - Oddfellows ALBUM REVIEW," 2013 / ipecac / experimental rock, alternative rock, mr. bungle vibes, patton-core",2013,1/31/2013,6
1770,California X - Self-Titled ALBUM REVIEW," 2013 / don giovanni / indie rock, alternative rock, noise rock, stoner rock (slightly)",2013,1/30/2013,6
1771,Local Natives - Hummingbird ALBUM REVIEW," 2013 / frenchkiss / indie rock, chamber pop, indie folk",2013,1/28/2013,5
1772,Buke and Gase - General Dome ALBUM REVIEW," 2013 / brassland / noise pop, indie rock, experimental folk",2013,1/25/2013,8
1773,Comadre - Self-Titled ALBUM REVIEW," 2013 / band's merch / hardcore punk, screamo",2013,1/24/2013,8
1774,TTNG (This Town Needs Guns) - 13.0.0.0.0 ALBUM REVIEW," 2013 / math rock, indie rock, emo",2013,1/23/2013,7
1775,Nosaj Thing - Home ALBUM REVIEW," 2013 / innovative leisure / ambient pop, future garage, wonky",2013,1/22/2013,5
1776,Cult of Luna - Vertikal ALBUM REVIEW," 2013 / indie / atmospheric sludge metal, post-hardcore, post-rock, post-metal",2013,1/21/2013,5
1777,Villagers - {Awayland} ALBUM REVIEW, 2013 / domino / ,2013,1/17/2013,7
1778,Foxygen - We Are the 21st Century Ambassadors of Peace & Magic ALBUM REVIEW," 2013 / glam rock, indie pop, psychedelic pop, garage pop, folk rock, rockabilly",2013,1/16/2013,8
1779,Yo La Tengo - Fade ALBUM REVIEW," 2013 / indie rock, dream pop, psychedelic rock, krautrock, jangle pop",2013,1/15/2013,7
1780,Toro Y Moi - Anything In Return ALBUM REVIEW," 2013 / synth funk, synth pop, dance pop",2013,1/14/2013,4
1781,The Progressive Era - PEEP: The aPROcalypse ALBUM REVIEW," 2013 / self-released / hardcore hip hop, east coast hip hop, jazz rap",2013,1/11/2013,8
1782,Circles Takes the Square - Decompositions: Volume Number One ALBUM REVIEW," 2013 / gatepost recordings / sluge-esque screamo, post-hardcore",2013,1/10/2013,6
1783,Milo - Things That Happen At Day / Things That Happen At Night EP REVIEW," 2013 / hellyre club / abstract hip hop, experimental hip hop, cloud rap, spoken word",2013,1/7/2013,8
1784,Lianne La Havas- Is Your Love Big Enough? ALBUM REVIEW," 2012 / warner united kingdom / neo-soul, pop soul, contemporary folk",2012,12/22/2012,7
1785,Burial- Truant / Rough Sleeper EP REVIEW," 2012 / future garage, dubstep, 2-step",2012,12/20/2012,8
1786,Chief Keef- Finally Rich ALBUM REVIEW, 2012 / interscope / trap rap,2012,12/19/2012,4
1787,The Game- Jesus Piece ALBUM REVIEW," 2012 / interscope / west coast hip hop, hardcore hip hop, gangsta rap, pop rap",2012,12/18/2012,5
